Address,Type,Area,Price,Bedroom,Toilet,Floor,Furniture,Direction,Legal,Posting date,Expiry date,Ad type,Ad code
"51 Đường Số 49, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",Nhà mặt phố,81 m²,11 tỷ,4 phòng,,3 tầng,Đầy đủ,Tây - Bắc,Sổ đỏ/ Sổ hồng,02/05/2025,12/05/2025,Tin VIP Bạc,42442134
"Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận, Hồ Chí Minh",Nhà riêng,"76,8 m²","11,79 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,01/05/2025,11/05/2025,Tin thường,42588802
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,80 m²,"8,7 tỷ",3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42568625
"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà riêng,54 m²,"6,4 tỷ",4 phòng,,4 tầng,Đầy đủ,Đông - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42670833
"Dự án Mỹ Long, Đường Kha Vạn Cân, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,"81,5 m²","3,5 tỷ",2 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42443129
"Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,103 m²,"9,8 tỷ",4 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42491952
"Phường 4, Quận 4, Hồ Chí Minh",Nhà riêng,39 m²,"5,59 tỷ",4 phòng,,3 tầng,,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42608062
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Dự án The Marq, Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",Căn hộ chung cư,77 m²,"14,9 tỷ",2 phòng,,,,,Sổ đỏ/ Sổ hồng,02/05/2025,17/05/2025,Tin VIP Bạc,42869549
"Đường Tôn Thất Thuyết, Phường 15, Quận 4, Hồ Chí Minh",Nhà mặt phố,"183,2 m²",41 tỷ,,,,,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42797927
"The Marq, Nguyễn Đình Chiểu, Đa Kao, Quận 1, Hồ Chí Minh",Căn hộ chung cư,51 m²,Thỏa thuận,1 phòng,,,Đầy đủ,,,02/05/2025,17/05/2025,Tin VIP Bạc,42178939
"The Marq, 29B, Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",Căn hộ chung cư,60 m²,"8,7 tỷ",1 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,02/05/2025,17/05/2025,Tin VIP Bạc,42191282
"Dự án The Peak Garden, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Căn hộ chung cư,67 m²,"1,9 tỷ",2 phòng,,,,,,02/05/2025,12/05/2025,Tin VIP Bạc,42633638
"Dự án The Origami, Đường Phước Thiện, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,59 m²,"2,65 tỷ",2 phòng,,,Cơ bản,,Hợp đồng mua bán,02/05/2025,09/05/2025,Tin thường,42762023
"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh","Nhà biệt thự, liền kề",100 m²,"19,5 tỷ",7 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng.,02/05/2025,09/05/2025,Tin thường,42262200
"Đường Nơ Trang Long, Phường 12, Bình Thạnh, Hồ Chí Minh",Nhà mặt phố,"192,5 m²",58 tỷ,,,,,,Sổ đỏ/ Sổ hồng,02/05/2025,12/05/2025,Tin VIP Bạc,42607419
"Dự án Lumiere Riverside, Đường Võ Nguyên Giáp, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,93 m²,"14,2 tỷ",3 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42869383
"Dự án Amelie Villa Phú Mỹ Hưng, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh","Nhà biệt thự, liền kề",120 m²,9 tỷ,5 phòng,,4 tầng,Có nội thất.,,Hợp đồng mua bán,02/05/2025,12/05/2025,Tin VIP Bạc,41611912
"Dự án The Peak Garden, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Căn hộ chung cư,70 m²,"1,9 tỷ",2 phòng,,,,,,02/05/2025,12/05/2025,Tin VIP Bạc,42696701
"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",Nhà riêng,118 m²,22 tỷ,25 phòng,,6 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42861993
"Đường Nguyễn Kiệm, Phường 3, Gò Vấp, Hồ Chí Minh",Nhà riêng,72 m²,"17,6 tỷ",5 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42861356
"Dự án Q7 Boulevard, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Căn hộ chung cư,57 m²,"2,15 tỷ",2 phòng,,,Không nội thất.,Đông,Hợp đồng đặt cọc.,02/05/2025,09/05/2025,Tin thường,39461781
"Dự án Zeit River Thủ Thiêm , Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh",Căn hộ chung cư,60 m²,"9,68 tỷ",1 phòng,,,Cơ bản.,,Hợp đồng mua bán,02/05/2025,09/05/2025,Tin thường,42612166
"Đường Nguyễn Văn Trỗi, Phường 15, Phú Nhuận, Hồ Chí Minh",Nhà riêng,75 m²,14 tỷ,12 phòng,,6 tầng,Đầy đủ.,Tây - Bắc,Sổ đỏ/ Sổ hồng,02/05/2025,05/05/2025,Tin thường,41934180
"Đường Nguyễn An Ninh, Phường 14, Bình Thạnh, Hồ Chí Minh",Nhà mặt phố,206 m²,"41,5 tỷ",3 phòng,,2 tầng,Không nội thất,Tây,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42869166
"Dự án The Beverly Solari  - Vinhomes Grand Park, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,"70,4 m²","3,4 tỷ",2 phòng,,,Cơ bản,,Hợp đồng mua bán,09/05/2025,16/05/2025,Tin VIP Bạc,42556193
"Dự án Masteri Centre Point, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,"73,5 m²","4,6 tỷ",2 phòng,,,Đầy đủ,Đông - Bắc,Sổ đỏ/ Sổ hồng.,09/05/2025,16/05/2025,Tin VIP Vàng,42625385
"Đường Ký Hòa, Phường 11, Quận 5, Hồ Chí Minh",Nhà riêng,"67,5 m²","3,55 tỷ",4 phòng,,3 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42869100
"Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận, Hồ Chí Minh",Nhà riêng,"76,8 m²","11,79 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,01/05/2025,11/05/2025,Tin thường,42588802
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,80 m²,"8,7 tỷ",3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42568625
"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà riêng,54 m²,"6,4 tỷ",4 phòng,,4 tầng,Đầy đủ,Đông - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42670833
"Dự án Mỹ Long, Đường Kha Vạn Cân, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,"81,5 m²","3,5 tỷ",2 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42443129
"Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,103 m²,"9,8 tỷ",4 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42491952
"Phường 4, Quận 4, Hồ Chí Minh",Nhà riêng,39 m²,"5,59 tỷ",4 phòng,,3 tầng,,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42608062
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Kingston Residence, Nguyễn Văn Trỗi, 8, Phú Nhuận, Hồ Chí Minh",Căn hộ chung cư,120 m²,"9,5 tỷ",3 phòng,,,,,Hợp đồng mua bán,02/05/2025,09/05/2025,Tin thường,42601730
"Dự án Sunrise Riverside, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Căn hộ chung cư,70 m²,"4,25 tỷ",2 phòng,,,,Nam,,09/05/2025,16/05/2025,Tin VIP Bạc,36097080
"Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",Căn hộ chung cư,72 m²,"5,4 tỷ",2 phòng,,,Cơ bản,Tây - Nam,Sổ đỏ/ Sổ hồng,02/05/2025,17/05/2025,Tin VIP Bạc,42869009
"Dự án Sunshine Sky City , 38 Phú Thuận, Phường Tân Phú, Quận 7, Hồ Chí Minh",Căn hộ chung cư,131 m²,7 tỷ,4 phòng,,,Cơ bản.,Bắc,Hợp đồng mua bán.,02/05/2025,09/05/2025,Tin thường,37957548
"Dự án Diamond Centery Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Căn hộ chung cư,"120,7 m²",8 tỷ,3 phòng,,,,Đông - Nam,Hợp đồng mua bán,02/05/2025,09/05/2025,Tin thường,42868994
"Dự án Mega Village, Đường Vành Đai 2, Phường Phú Hữu, Quận 9, Hồ Chí Minh","Nhà biệt thự, liền kề",75 m²,"6,95 tỷ",3 phòng,,3 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,41468457
"Dự án The Peak Garden, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Căn hộ chung cư,74 m²,"2,4 tỷ",2 phòng,,,Cơ bản,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,40440462
"Hẻm 545 Phường Long Thạnh Mỹ (Quận 9 cũ), Thành Phố Thủ Đức, Thành phố Hồ Chí Minh",Đất bán,51 m²,"3,18 tỷ",,,,,,Sổ đỏ/ Sổ hồng,02/05/2025,07/05/2025,Tin thường,42868821
"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Căn hộ chung cư,"46,5 m²","3,3 tỷ",2 phòng,,,Cơ bản,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42868872
"Đường Tam Bình, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",Nhà riêng,58 m²,"4,5 tỷ",,,2 tầng,,Đông - Nam,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42868793
"Khu nhà phố Hưng Gia, Nguyễn Văn Linh, Tân Phong, Quận 7, Hồ Chí Minh",Nhà mặt phố,111 m²,"29,3 tỷ",8 phòng,,5 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,02/05/2025,05/05/2025,Tin thường,42868714
"Đường Vườn Lài, Phường Tân Quý, Tân Phú, Hồ Chí Minh",Nhà riêng,48 m²,"6,9 tỷ",4 phòng,,4 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42868125
"Đường Số 10, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",Nhà riêng,90 m²,"7,4 tỷ",,,1 tầng,,Tây - Nam,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42794335
"Phường Linh Đông, Thủ Đức, Hồ Chí Minh",Đất bán,72 m²,"5,35 tỷ",,,,,Tây,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42868696
"Dự án Masteri Grand View, Đường Liên Phường, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,143 m²,Thỏa thuận,3 phòng,,,,Tây - Bắc,,02/05/2025,09/05/2025,Tin thường,42750184
"Dự án Lotus Residence, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Đất nền dự án,"92,5 m²","5,6 tỷ",,,,,,,02/05/2025,09/05/2025,Tin thường,34223914
"Đường Trường Chinh, Phường 11, Tân Bình, Hồ Chí Minh",Nhà riêng,58 m²,"7,75 tỷ",4 phòng,,4 tầng,,,Sổ đỏ/ Sổ hồng,29/04/2025,06/05/2025,Tin thường,42852727
"Dự án Cityland Center Hills, Đường Số 1, Phường 7, Gò Vấp, Hồ Chí Minh","Nhà biệt thự, liền kề",100 m²,"16,5 tỷ",6 phòng,,4 tầng,,,Sổ đỏ/ Sổ hồng,30/04/2025,07/05/2025,Tin thường,42651447
"Đường Hòa Bình, Phường 5, Quận 11, Hồ Chí Minh",Nhà riêng,52 m²,"5,8 tỷ",3 phòng,,,,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42868499
"Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận, Hồ Chí Minh",Nhà riêng,"76,8 m²","11,79 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,01/05/2025,11/05/2025,Tin thường,42588802
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,80 m²,"8,7 tỷ",3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42568625
"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà riêng,54 m²,"6,4 tỷ",4 phòng,,4 tầng,Đầy đủ,Đông - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42670833
"Dự án Mỹ Long, Đường Kha Vạn Cân, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,"81,5 m²","3,5 tỷ",2 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42443129
"Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,103 m²,"9,8 tỷ",4 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42491952
"Phường 4, Quận 4, Hồ Chí Minh",Nhà riêng,39 m²,"5,59 tỷ",4 phòng,,3 tầng,,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42608062
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"44/22, Đường Phạm Văn Chiêu, Phường 8, Gò Vấp, Hồ Chí Minh",Căn hộ chung cư,"233,4 m²","24,99 tỷ",,,,,,Sổ đỏ/ Sổ hồng,02/05/2025,08/05/2025,Tin thường,42616565
"The Beverly - Vinhomes Grand Park, Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,80 m²,"4,5 tỷ",2 phòng,,,,,,02/05/2025,09/05/2025,Tin thường,42868182
"Đường Nguyễn Thái Sơn, Phường 3, Gò Vấp, Hồ Chí Minh",Nhà mặt phố,98 m²,17 tỷ,1 phòng,,1 tầng,,,Sổ đỏ/ Sổ hồng,07/05/2025,17/05/2025,Tin thường,42763954
"Dự án Vista Verde, Đường Phan Văn Đáng, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",Căn hộ chung cư,83 m²,"6,2 tỷ",2 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,09/05/2025,16/05/2025,Tin VIP Bạc,41827226
"Đường Giồng Cát, Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh",Đất bán,189 m²,Thỏa thuận,,,,,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42868011
"Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",Đất bán,"75,6 m²","4,42 tỷ",,,,,Đông - Bắc,Sổ đỏ/ Sổ hồng,09/05/2025,19/05/2025,Tin thường,42867961
"Moonlight Boulevard, 510, Đường Kinh Dương Vương, Phường An Lạc A, Bình Tân, Hồ Chí Minh",Căn hộ chung cư,"69,5 m²","2,3 tỷ",2 phòng,,,,,Hợp đồng mua bán,30/04/2025,07/05/2025,Tin thường,42860503
"Happy One Sora, Số 9, Linh Xuân, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,65 m²,"45,9 triệu/m²",2 phòng,,,Cơ bản,Tây - Bắc,GIẤY PHÉP XÂY DỰNG DỰ ÁN,29/04/2025,09/05/2025,Tin thường,42855265
"Dự án The Beverly - Vinhomes Grand Park, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,80 m²,"4,57 tỷ",2 phòng,,,Cơ bản chủ đầu tư.,,Hợp đồng mua bán,02/05/2025,07/05/2025,Tin thường,42867760
"Phường 15, Phú Nhuận, Hồ Chí Minh",Nhà mặt phố,100 m²,23 tỷ,6 phòng,,4 tầng,,,Sổ đỏ/ Sổ hồng,02/05/2025,12/05/2025,Tin VIP Bạc,42867653
"Dự án Feliz En Vista, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh.",Căn hộ chung cư,85 m²,"7,8 tỷ",2 phòng,,,Không nội thất,,,02/05/2025,09/05/2025,Tin thường,37056682
"Đường Quang Trung, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",Nhà mặt phố,130 m²,Thỏa thuận,4 phòng,,2 tầng,,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42323351
"535, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Nhà riêng,"52,8 m²","6,5 tỷ",1 phòng,,1 tầng,Không nội thất,,Sổ đỏ,02/05/2025,12/05/2025,Tin VIP Bạc,42040353
"Dự án Sài Gòn Mia, Đường Số 9A, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",Căn hộ chung cư,76 m²,"4,12 tỷ",2 phòng,,,Cơ bản,,Hợp đồng mua bán,09/05/2025,16/05/2025,Tin VIP Bạc,39301704
"Sunrise City, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",Căn hộ chung cư,97 m²,"6,9 tỷ",2 phòng,,,,Đông,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42867297
"Diamond  Alnata Plus - Celadon City, N1, Sơn Kỳ, Tân Phú, Hồ Chí Minh",Căn hộ chung cư,"88,8 m²","5,67 tỷ",2 phòng,,,Cơ bản,,Hợp đồng mua bán,09/05/2025,19/05/2025,Tin thường,42867241
"Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh",Nhà riêng,90 m²,"8,5 tỷ",4 phòng,,5 tầng,,,,02/05/2025,09/05/2025,Tin thường,42277570
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",Nhà riêng,300 m²,28 tỷ,42 phòng,,4 tầng,,,,02/05/2025,09/05/2025,Tin thường,41259517
"Đường Kha Vạn Cân, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",Nhà riêng,"67,5 m²","5,5 tỷ",2 phòng,,1 tầng,Không nội thất,Đông,Sổ đỏ/ Sổ hồng,02/05/2025,12/05/2025,Tin VIP Bạc,42584053
"Dự án Saigon South Residences, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Căn hộ chung cư,71 m²,4 tỷ,2 phòng,,,,,,02/05/2025,12/05/2025,Tin VIP Bạc,38646857
"Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận, Hồ Chí Minh",Nhà riêng,"76,8 m²","11,79 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,01/05/2025,11/05/2025,Tin thường,42588802
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,80 m²,"8,7 tỷ",3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42568625
"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà riêng,54 m²,"6,4 tỷ",4 phòng,,4 tầng,Đầy đủ,Đông - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42670833
"Dự án Mỹ Long, Đường Kha Vạn Cân, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,"81,5 m²","3,5 tỷ",2 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42443129
"Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,103 m²,"9,8 tỷ",4 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42491952
"Phường 4, Quận 4, Hồ Chí Minh",Nhà riêng,39 m²,"5,59 tỷ",4 phòng,,3 tầng,,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42608062
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Dự án The Classia, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh","Nhà biệt thự, liền kề",95 m²,"16,9 tỷ",6 phòng,,4 tầng,Không nội thất,Đông - Nam,Sổ đỏ/ Sổ hồng,02/05/2025,12/05/2025,Tin VIP Bạc,42706803
"Dự án KDC Phú Mỹ, Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Hồ Chí Minh","Nhà biệt thự, liền kề",220 m²,"35,5 tỷ",4 phòng,,2 tầng,Full nội thất.,Đông,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,31594899
"Celadon City, N1, Sơn Kỳ, Tân Phú, Hồ Chí Minh",Căn hộ chung cư,96 m²,"6,9 tỷ",2 phòng,,,Cơ bản,Tây - Bắc,Hợp đồng mua bán,02/05/2025,09/05/2025,Tin thường,42867004
"Đường Tỉnh Lộ 7, Xã Thái Mỹ, Củ Chi, Hồ Chí Minh",Đất bán,250 m²,2 tỷ,,,,,Đông - Nam,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42866971
"Dự án Diamond Centery Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Căn hộ chung cư,96 m²,"6,2 tỷ",2 phòng,,,Cơ bản,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42866946
"Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",Nhà riêng,29 m²,"3,3 tỷ",,,,,,,02/05/2025,09/05/2025,Tin thường,42866876
"Đường Thạnh Lộc 28, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",Nhà mặt phố,120 m²,"7,6 tỷ",7 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42866865
"Chung cư Stown Tham Lương, Dương Thị Giang, Tân Thới Nhất, Quận 12, Hồ Chí Minh",Căn hộ chung cư,65 m²,3 tỷ,2 phòng,,,,Tây - Nam,Hợp đồng mua bán,02/05/2025,09/05/2025,Tin thường,42556420
"Dự án Happy One Sora, Đường Số 9, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,69 m²,"3,17 tỷ",2 phòng,,,,,,02/05/2025,09/05/2025,Tin thường,42866771
"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,108 m²,"12,5 tỷ",3 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,07/05/2025,14/05/2025,Tin VIP Bạc,41667499
